BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),BERDO Emissions Gross Floor Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Total Site Energy Usage (kBtu),Energy Star Score,Site EUI (Energy Use Intensity kBtu/ft²),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft²),Estimated Total GHG Emissions e(kgCO2e),Reporting Compliance Status,First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
100001,303060001,1 LOVEJOY WHARF BOSTON  REALTY LLC,,Boston,2114.0,160  170 N Washington St,Boston,2114.0,251688.0,,251688.0,Office,"Food Sales (15000),Office (231408),Retail Store (5280)",17843015.4,62.0,70.9,4939583.9,262341.301,3781779.5,735783.02,,,,,,,,,,,,,,,,,,,,,,10.64,998124.321,in compliance,2025.0,No,No,No,Yes,No,No,,
100002,304794000,10 TEMPLE PLACE LP,2-24 Temple Pl,Boston,2111.0,24  2 Temple Pl,Boston,2111.0,135344.0,,135344.0,Multifamily Housing,"Personal Services (Health/Beauty, Dry Cleaning, etc) (1129),Restaurant (1552),Multifamily Housing (127684),Medical Office (2145),Supermarket/Grocery Store (2834)",7527620.0,,55.6,4933261.4,262005.513,760363.0,147936.225,,,,,,,,,,,,,,,,,,,,,,36.72,409941.738,in compliance,2025.0,Unsure,No,No,Yes,No,No,,
100003,602757045,10-20 CHANNEL CENTER,20 Channel Center St,Boston,2127.0,20  30 Channel Center St,Boston,2127.0,255383.0,,255383.0,Office,Office (255383),11674291.4,62.0,45.7,,,3421539.1,665694.647,,,,,,,,,,,,,,,,,,,,,,7.23,665694.647,in compliance,2025.0,No,No,No,Yes,No,No,,
100005,304718000,10-24 SCHOOL STREET,24 School St,Boston,2108.0,12 Province St,Boston,2108.0,134789.0,,134789.0,Office,"Office (108140),Data Center (361),Retail Store (26288)",7580836.8,82.0,56.2,,,1098218.1,213669.314,,,,,,3833716.6,226572.651,,,,,,,,,,,,,,,5.36,440241.965,in compliance,2025.0,No,No,No,Yes,No,No,,
100007,304408000,100 HIGH OWNER LLC,100 High St,Boston,2110.0,100 High St,Boston,2110.0,551954.0,94644.0,646598.0,Office,"Office (541668),Data Center (400),Other - Restaurant/Bar (9886),Parking (94644)",27164780.8,79.0,49.2,,,7961541.8,1548997.573,,,,,,,,,,,,,,,,,,,,,,6.43,1548997.573,in compliance,2025.0,No,No,No,Yes,No,No,,
100008,602671039,100 NORTHERN AVENUE LLC,,Boston,2210.0,90  110 Northern Av,Boston,2210.0,572998.0,166100.0,739098.0,Office,"Restaurant (5726),Office (565598),Data Center (1674),Electric Vehicle Charging Station (0),Parking (166100)",46805487.6,53.0,81.7,16289054.6,865111.69,8943854.9,1740116.409,,,,,,,,,,,,,,,,,,,,,,10.39,2605228.099,in compliance,2025.0,No,No,No,Yes,No,Yes,,
100009,304220000,100 SUMMER OWNER LLC,100 Summer St,Boston,2110.0,100 Summer St,Boston,2110.0,1113465.0,21580.0,1135045.0,Office,"Office (1108725),Parking (21580),Fast Food Restaurant (4740)",62690112.1,78.0,56.3,,,11066843.3,2153165.032,,,,,,24930042.8,1655354.842,,,,,,,,,,,,,,,5.57,3808519.874,in compliance,2025.0,No,No,No,Yes,No,Yes,,
100011,306234010,B9 LS HARRISON & WASHINGTON LLC,1000-1020 Washington St,Boston,2118.0,321 Harrison Av,Boston,2118.0,239877.0,,239877.0,Laboratory,"Laboratory (239877),Parking (105000)",30656225.3,,127.8,15907787.1,844862.573,4322520.0,840989.491,,,,,,,,,,,,,,,,,,,,,,,1685852.064,in compliance,2025.0,No,No,No,Yes,No,Yes,,
100013,1001625010,101 HUNTINGTON OWNER (DE)  LLC,101 S Huntington Ave,Boston,2199.0,105 S Huntington Av,Boston,2199.0,204050.0,68250.0,272300.0,Multifamily Housing,"Multifamily Housing (202450),Electric Vehicle Charging Station (0),Swimming Pool (0),Parking (68250),Other (1600)",7631618.8,100.0,37.4,11464687.9,608889.574,910269.0,177101.937,,,,,,,,,,,,,,,,,,,,,,16.64,785991.511,in compliance,2025.0,No,No,No,No,No,No,,
100014,301675000,101 MERRIMAC OWNER LLC,101 Merrimac St,Boston,2114.0,101 Merrimac St,Boston,2114.0,162664.0,14627.0,177291.0,Office,"Office (162664),Parking (14627)",7046938.1,92.0,43.3,1852996.9,98412.665,1522257.1,296170.341,,,,,,,,,,,,,,,,,,,,,,4.99,394583.006,in compliance,2025.0,No,No,No,Yes,No,No,,
100015,602643020,101 SEAPORT BOULEVARD,,Boston,2210.0,101 Seaport Bl,Boston,2210.0,620642.0,144404.0,765046.0,Office,"Office (620642),Parking (144404)",42299877.6,88.0,68.2,18379519.7,976136.291,7010655.9,1363993.212,,,,,,,,,,,,,,,,,,,,,,10.04,2340129.503,in compliance,2025.0,No,No,No,Yes,No,Yes,,
100016,304578000,101 SUMMER STREET INC,105-111 Summer St,Boston,2110.0,101  111 Summer St,Boston,2110.0,52651.0,,52651.0,Office,Office (52651),3381164.0,70.0,64.2,1785846.9,94846.329,467560.7,90968.61,,,,,,,,,,,,,,,,,,,,,,23.61,185814.939,in compliance,2025.0,No,No,No,No,No,No,,
100017,304717000,101BOS LLC,100-102 Tremont St,Boston,2108.0,75  59 Bromfield St,Boston,2108.0,78608.0,,78608.0,Office,"Restaurant (5870),Office (72738)",5189977.4,57.0,66.0,2360000.0,125339.6,829418.9,161371.741,,,,,,,,,,,,,,,,,,,,,,30.25,286711.341,in compliance,2025.0,No,No,No,Yes,No,No,,
100018,2100472000,1047 COMMONWEALTH PROJECT OWNER LLC,1047 Commonwealth Ave,Boston,2134.0,1047 Commonwealth Av,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100023,303842000,112 LLC,98-114 Water St,Boston,2109.0,102  114 Water St,Boston,2109.0,25320.0,,25320.0,Office,Office (25320),742528.7,93.0,29.3,264487.0,14046.905,140106.0,27259.023,,,,,,,,,,,,,,,,,,,,,,5316.67,41305.928,in compliance,2030.0,Unsure,No,No,No,No,No,,
100025,2100753000,1139 COMMONWEALTH LLC MASS LLC,1139 Commonwealth Ave,Boston,2134.0,1139 Commonwealth Av,Boston,2134.0,23830.0,,23830.0,Multifamily Housing,Multifamily Housing (23830),1697607.4,96.0,71.2,1477513.0,78470.715,64506.0,12550.287,,,,,,,,,,,,,,,,,,,,,,28.98,91021.002,in compliance,2030.0,No,No,No,No,No,No,,
100026,802471000,296 MARLBOROUGH STREET LLC,1127-1131 Harrison Ave,Boston,2119.0,14  26 Palmer St,Boston,2119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100027,2200550000,1200 SFR LLC,1200 Soldiers Field Rd,Boston,2134.0,1200 Soldiers Field Rd,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100028,602643040,121 SEAPORT BOULEVARD CONDOMINIIUM TRUST,,Boston,2210.0,113  129 Seaport Bl,Boston,2210.0,486562.0,130276.0,616838.0,Office,"Office (486562),Parking (130276)",28325365.0,90.0,58.2,8512378.9,452092.443,5806854.1,1129781.534,,,,,,,,,,,,,,,,,,,,,,11.15,1581873.977,in compliance,2025.0,No,No,No,Yes,No,Yes,,
100029,1809104000,1217 HP REALTY TRUST,1217 Hyde Park Ave,Boston,2136.0,1217 R1217 Hyde Park Av,Boston,2136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100030,703576000,1246 MASS AVE LLC,1246-1250 Massachusetts Ave,Boston,2125.0,1246 Massachusetts Av,Boston,2125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100031,1101208030,125 AMORY LEASEHOLD CONDOMINIUM ASSOCIATION,,Boston,2119.0,125 Amory St,Boston,2119.0,117856.0,,117856.0,Multifamily Housing,"Multifamily Housing (113806),Police Station (4050)",10084041.7,18.0,85.6,3286071.2,174523.241,1992371.2,387635.741,,,,,,,,,,,,,,,,,,,,,,55.64,562158.982,in compliance,2025.0,No,No,No,No,No,No,,
100035,304334000,125 LINCOLN STREET OWNER LLC,109-153 Lincoln St,Boston,2111.0,109  153 Lincoln St,Boston,2111.0,110832.0,,110832.0,Office,"Office (70679),Parking (62500),Retail Store (40153)",2211928.6,,20.0,2069034.0,109886.396,41880.0,8148.173,,,,,,,,,,,,,,,,,,,,,,0.0,118034.569,pending revisions,2025.0,No,No,No,No,No,No,,
100036,504328000,126 BROOKLINE AVENUE LLC,122-130 Brookline Ave,Boston,2215.0,122  130 Brookline Av,Boston,2215.0,71844.0,,71844.0,Office,"Restaurant (10150),Office (31907),Retail Store (29787)",11099434.7,,154.5,6634900.5,352379.566,1308480.1,254577.888,,,,,,,,,,,,,,,,,,,,,,51.9,606957.454,in compliance,2025.0,Yes,No,No,No,No,No,,
100037,602642000,133 SEAPORT RESIDENTIAL CONDOMINIUM TRUST,131-153 Seaport Blvd,Boston,2210.0,131  149 Seaport Bl,Boston,2210.0,296552.0,,296552.0,Multifamily Housing,"Multifamily Housing (253114),Retail Store (43438)",25874648.5,,87.3,20381354.6,1082453.743,1609992.3,313240.102,,,,,,,,,,,,,,,,,,,,,,24.73,1395693.845,in compliance,2025.0,No,No,No,No,No,No,,
100038,602642100,133 SEAPORT RESIDENTIAL CONDOMINIUM TRUST,,Boston,2210.0,133 Seaport Bl,Boston,2210.0,384094.0,,384094.0,Multifamily Housing,"Multifamily Housing (340656),Retail Store (43438)",26246582.8,,68.3,20381354.6,1082453.743,1719000.0,334448.64,,,,,,,,,,,,,,,,,,,,,,19.09,1416902.383,in compliance,2025.0,No,No,No,No,No,No,,
100039,502721000,133-135 MARLBOROUGH STREET,133 Marlborough St,Boston,2116.0,133  135 Marlborough St,Boston,2116.0,22214.0,,22214.0,Multifamily Housing,Multifamily Housing (22214),1552571.1,74.0,69.9,1160000.0,61607.6,115056.0,22385.295,,,,,,,,,,,,,,,,,,,,,,10.09,83992.895,in compliance,2030.0,Unsure,No,No,No,No,No,,
100040,1500287000,1334 DOT LLC,1334-1342 Dorchester Ave,Boston,2122.0,1342  1334 Dorchester Av,Boston,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100041,1302364050,BCP BEAT PROPERTY LLC,135 William T Morrissey Blvd,Boston,2127.0,135 Wm T Morrissey Bl,Boston,2127.0,708310.0,,708310.0,Laboratory,"Office (95000),Laboratory (613310),Parking (20000)",44801180.8,,63.3,21444018.0,1138891.796,6845592.9,1331878.555,,,,,,,,,,,,,,,,,,,,,,1.99,2470770.351,in compliance,2025.0,No,No,No,Yes,No,Yes,,
100042,2100842000,138 HARVARD LLC,138 Harvard Ave,Boston,2134.0,138 Harvard Av,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100043,304692050,14 BEACON STREET LLC,,Boston,2108.0,14 14A Beacon St,Boston,2108.0,88203.0,,88203.0,Office,"Office (75203),Library (13000)",4504140.0,68.0,51.1,817638.7,43424.791,1080451.7,210212.683,,,,,,,,,,,,,,,,,,,,,,1.69,253637.474,in compliance,2025.0,No,No,No,No,No,No,,
100044,600030000,14 WEST CONDOMINIUM TRUST,,Boston,2127.0,14  16 W Broadway,Boston,2127.0,68784.0,14110.0,82894.0,Multifamily Housing,"Multifamily Housing (65237),Convenience Store without Gas Station (3547),Parking (14110)",5749780.0,47.0,83.6,2730023.8,144991.564,885039.9,172193.363,,,,,,,,,,,,,,,,,,,,,,19.99,317184.927,in compliance,2025.0,Unsure,No,No,Yes,No,Yes,,
100045,1000003000,1457 TREMONT STREET LLC,1455-1459 Tremont St #,Boston,2120.0,1457 Tremont St,Boston,2120.0,38208.0,763.0,38971.0,Multifamily Housing,"Multifamily Housing (36454),Bank Branch (1754),Parking (763)",1037206.2,100.0,27.1,446664.0,23722.325,173078.0,33674.056,,,,,,,,,,,,,,,,,,,,,,15.65,57396.381,in compliance,2025.0,Yes,No,No,No,No,No,,
100046,1000517000,1480 TREMONT REALTY TRUST,1486 Tremont St,Boston,2120.0,1486 Tremont St,Boston,2120.0,75370.0,,75370.0,Multifamily Housing,"Multifamily Housing (75370),Parking (23121)",3816105.9,93.0,50.6,2201800.0,116937.598,473126.0,92051.395,,,,,,,,,,,,,,,,,,,,,,32.41,208988.993,in compliance,2025.0,No,No,No,No,No,No,,
100049,504242000,15-19 QUEENSBERRY STREET LLC,15 Queensberry St,Boston,2215.0,15 Queensberry St,Boston,2215.0,19110.0,,19110.0,Multifamily Housing,Multifamily Housing (19110),1070740.1,90.0,56.0,,,70140.0,13646.438,,,,,,,,,,831422.4,61699.856,,,,,,,,,,,35.74,75346.294,in compliance,2030.0,Unsure,No,No,No,No,No,,
100051,600074010,150 DORCHESTER AVENUE,150 Dorchester Ave,Boston,2127.0,150 Dorchester Av,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100052,802549000,150 DUDLEY LLC,152-156 Dudley St,Boston,2119.0,150  156 Dudley St,Boston,2119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100053,600301000,150 WEST BROADWAY CONDOMINIUM TRUST,150 W Broadway,Boston,2127.0,152  156 W Broadway,Boston,2127.0,34000.0,4500.0,38500.0,Multifamily Housing,"Personal Services (Health/Beauty, Dry Cleaning, etc) (1500),Multifamily Housing (32500),Parking (4500)",915570.1,100.0,26.9,274800.0,14594.628,187799.0,36538.173,,,,,,,,,,,,,,,,,,,,,,20.41,51132.801,pending revisions,2030.0,No,No,No,No,No,No,,
100054,800791000,152 HAMPDEN STREET LLC,152 Hampden St,Boston,2119.0,152 Hampden St,Boston,2119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100055,100526000,16 BOARDMAN STREET CONDOMINIUM TRUST,16 Boardman St,Boston,2128.0,16 Boardman St,Boston,2128.0,21069.0,,21069.0,Multifamily Housing,Multifamily Housing (21069),738104.1,,35.0,256200.0,13606.782,141238.0,27479.265,,,,,,,,,,,,,,,,,,,,,,32.86,41086.047,in compliance,2030.0,Unsure,No,No,No,No,No,,
100056,600268000,160 WEST BROADWAY,135 Athens St,Boston,2127.0,160 W Broadway St,Boston,2127.0,24358.0,5560.0,29918.0,Multifamily Housing,"Multifamily Housing (24358),Parking (5560)",732112.1,,30.1,271400.0,14414.054,135027.0,26270.853,,,,,,,,,,,,,,,,,,,,,,19.45,40684.907,in compliance,2030.0,Unsure,No,No,No,No,No,,
100057,2102015000,16509 CWMA OWNER LLC,1650-1654 Commonwealth Ave,Boston,2135.0,1650 Commonwealth Av,Boston,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100060,600291000,170 WEST BROADWAY,,Boston,2127.0,170 W Broadway,Boston,2127.0,67100.0,13075.0,80175.0,Multifamily Housing,"Multifamily Housing (67100),Parking (13075)",3273750.5,75.0,48.8,1891000.0,100431.01,405261.0,78847.58,,,,,,,,,,,,,,,,,,,,,,21.31,179278.59,in compliance,2030.0,Unsure,No,No,No,No,No,,
100061,1809452001,1717 HYDE PARK AVE LLC,1717-1719 Hyde Park Ave,Boston,2136.0,1725 Hyde Park Av,Boston,2136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100062,304445000,18-20 OXFORD STREET LLC,18-20 Oxford St,Boston,2111.0,20  18 Oxford St,Boston,2111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100064,1200005000,185 DUDLEY STREET LLC,185 Dudley St,Boston,2119.0,185 Dudley St,Boston,2119.0,20152.0,,20152.0,Office,Office (20152),1266922.7,40.0,62.9,848400.0,45058.524,122662.0,23865.119,,,,,,,,,,,,,,,,,,,,,,13.79,68923.643,in compliance,2030.0,No,No,No,No,No,No,,
100065,304176000,185 FRANKLIN STREET,185 Franklin St,Boston,2110.0,185 Franklin St,Boston,2110.0,813721.0,35945.0,849666.0,Office,"Office (813721),Parking (35945)",33611692.4,88.0,41.3,,,6825294.9,1327929.376,,,,,,10323786.1,685499.397,,,,,,,,,,,,,,,8.82,2013428.773,in compliance,2025.0,No,No,Yes,Yes,No,Yes,,
100066,801106020,1850  CONDOMINIUM  TRUST,90 Wareham St,Boston,2118.0,90 Wareham St,Boston,2118.0,70831.0,,70831.0,Multifamily Housing,Multifamily Housing (70831),4746625.6,6.0,67.0,214200.0,11376.162,1328378.0,258449.224,,,,,,,,,,,,,,,,,,,,,,32.72,269825.386,in compliance,2025.0,Unsure,No,No,No,No,No,,
100069,303270000,190 NORTH STREET LLC,5 Baker's Aly,Boston,2113.0,5 Bakers Al,Boston,2113.0,43668.0,,43668.0,Multifamily Housing,Multifamily Housing (43668),2063560.1,86.0,47.3,1459320.7,77504.522,215402.0,41908.613,,,,,,,,,,,,,,,,,,,,,,27.54,119413.135,in compliance,2030.0,No,No,No,No,No,No,,
100071,2102480000,1955 COMM AVE LLC,1955 Commonwealth Ave,Boston,2135.0,1955 Commonwealth Av,Boston,2135.0,48132.0,,48132.0,Multifamily Housing,Multifamily Housing (48132),,,,,,137207.0,26694.994,,,,,,,,740036.0,54392.646,,,,,,,,,,,,,38.75,81087.64,pending revisions,2025.0,No,No,No,No,No,No,,
100076,801023010,1K MASS AVE LLC,1000 Massachusetts Ave,Boston,2118.0,1000 Massachusetts Av,Boston,2118.0,31422.0,,31422.0,Office,Office (31422),591402.0,96.0,18.8,,,173330.0,33723.085,,,,,,,,,,,,,,,,,,,,,,5.02,33723.085,in compliance,2030.0,No,No,No,No,No,No,,
100077,401398000,20 HEMENWAY ST LLC,20 Hemenway St,Boston,2115.0,20 Hemenway St,Boston,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100078,2201824010,PENNIMAN ON THE PARK CONDOMINIUM,,Boston,2134.0,20 Penniman Rd,Boston,2134.0,40735.0,8748.0,49483.0,Multifamily Housing,"Multifamily Housing (40735),Parking (8748)",1766440.6,98.0,43.4,941700.0,50013.687,241717.6,47028.576,,,,,,,,,,,,,,,,,,,,,,15.09,97042.263,in compliance,2025.0,Yes,No,No,Yes,No,No,,
100080,305348000,201 SOUTH STREET OWNER LLC,,Boston,2111.0,195  201 South St,Boston,2111.0,85103.0,,85103.0,Office,Office (85103),2874774.8,97.0,33.8,2123292.0,112768.038,220247.0,42851.256,,,,,,,,,,,,,,,,,,,,,,3.87,155619.294,in compliance,2025.0,No,No,No,No,No,No,,
100083,302807000,21 BEACON CONDOMINIUM TRUST,21-23 Beacon St,Boston,2108.0,19  23 Beacon St,Boston,2108.0,131932.0,,131932.0,Multifamily Housing,"Multifamily Housing (114886),Office (9422),Other - Restaurant/Bar (5742),Convenience Store without Gas Station (1882)",12344801.4,54.0,93.6,9398700.0,499164.957,863453.0,167993.416,,,,,,,,,,,,,,,,,,,,,,46.95,667158.373,in compliance,2025.0,No,No,No,No,No,No,,
100084,1704098000,2165 DOT AVE LLC,2165 Dorchester Ave,Boston,2124.0,2165 Dorchester Av,Boston,2124.0,31200.0,,31200.0,Multifamily Housing,Multifamily Housing (31200),1678543.9,95.0,53.8,,,89844.0,17480.049,,,,,,,,,,1371996.1,101815.831,,,,,,,,,,,33.37,119295.88,in compliance,2025.0,Yes,No,No,No,No,No,,
100086,1100896020,225 CENTRE STREET CONDOMINIUM TRUST,,Boston,2119.0,225 Centre St,Boston,2119.0,128924.0,19431.0,148355.0,Multifamily Housing,"Multifamily Housing (112619),Parking (19431),Retail Store (16305)",7962724.5,,61.8,4522066.9,240166.973,1008399.1,196194.129,,,,,,,,,,,,,,,,,,,,,,37.43,436361.102,in compliance,2025.0,No,No,No,No,No,No,,
100087,700421000,232 OLD COLONY CONDOMINIUM TRUST,,Boston,2127.0,232 Old Colony Av,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100088,1502982000,233 HANCOCK LLC,233 Hancock St,Boston,2125.0,233 Hancock St,Boston,2125.0,36160.0,,36160.0,Multifamily Housing,Multifamily Housing (36160),1037271.9,90.0,28.7,,,304007.0,59147.602,,,,,,,,,,,,,,,,,,,,,,21.2,59147.602,in compliance,2025.0,No,No,No,No,No,No,,
100090,401400000,24 HAVILAND LLC MASS LLC,24 Haviland St,Boston,2115.0,24 Haviland St,Boston,2115.0,25030.0,,25030.0,Multifamily Housing,Multifamily Housing (25030),1522056.9,88.0,60.8,1138200.0,60449.802,112502.0,21888.389,,,,,,,,,,,,,,,,,,,,,,39.02,82338.191,in compliance,2025.0,Unsure,No,No,No,No,No,,
100091,2201898000,PHILMOR HICHBORN PROPERTY LLC,26 Hichborn St,Boston,2135.0,26  24 Hichborn St,Boston,2135.0,31532.0,8500.0,40032.0,Multifamily Housing,"Multifamily Housing (31532),Parking (8500)",1004403.6,99.0,31.9,235755.0,12520.948,225278.0,43830.088,,,,,,,,,,,,,,,,,,,,,,27.21,56351.036,in compliance,2030.0,No,No,No,No,No,No,,
100092,302417000,NORTH END RESIDENCE LLC,20 Parmenter St,Boston,2113.0,20 Parmenter St,Boston,2113.0,32700.0,,32700.0,Multifamily Housing,Multifamily Housing (32700),1425658.9,61.0,43.6,560709.7,29779.292,253502.1,49321.369,,,,,,,,,,,,,,,,,,,,,,17.85,79100.661,in compliance,2030.0,No,No,No,Yes,No,No,,
100093,305364005,245 SUMMER STREET LLC,245 Summer St,Boston,2210.0,245 Summer St,Boston,2210.0,906422.0,,906422.0,Office,"Restaurant (10000),Office (708922),Data Center (21000),Financial Office (166500)",71059030.7,74.0,78.4,18487725.5,981883.101,15290516.8,2974922.949,,,,,,,,,,400062.0,29688.601,,,,,,,,,,,13.31,3986494.651,in compliance,2025.0,No,No,No,Yes,No,No,,
100095,602674085,25 FID KENNEDY LLC LESSEE,,Boston,2210.0,25 Fid Kennedy Dr,Boston,2210.0,157000.0,,157000.0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant (157000),9441050.4,,60.1,6300942.7,334643.067,920312.9,179056.078,,,,,,,,,,,,,,,,,,,,,,1.37,513699.145,in compliance,2025.0,,,,,,,,
100096,1403317001,250 WOODROW AVENUE LLC,250-258 Woodrow Ave,Boston,2124.0,258  250 Woodrow Av,Boston,2124.0,23778.0,,23778.0,Self-Storage Facility,Self-Storage Facility (23778),411724.4,,17.3,276500.0,14684.915,39632.0,7710.802,,,,,,,,,,,,,,,,,,,,,,0.26,22395.717,in compliance,2030.0,No,No,No,No,No,No,,
100097,1001074000,DISCOVERLAND INVESTMENT CORP,256 Parker Hill Ave,Boston,2120.0,256 Parker Hill Av,Boston,2120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100099,1400137000,259 QUINCY STREET LLC,259 Quincy St,Boston,2121.0,259 Quincy St,Boston,2121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100101,602701000,262 SUMMER REALTY ASSOCIATES,262-266 Summer St,Boston,2210.0,262  266 Summer St,Boston,2210.0,55907.0,2407.0,58314.0,Office,"Office (55907),Parking (2407)",2004985.8,96.0,35.9,516900.0,27452.559,436133.0,84854.036,,,,,,,,,,,,,,,,,,,,,,2.97,112306.595,in compliance,2025.0,No,No,No,Yes,No,No,,
100102,502641000,280 BEACON STREET,280 Beacon St,Boston,2116.0,280 Beacon St,Boston,2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100103,301652000,280 FRIEND STREET FEE LLC,101-111 Causeway St,Boston,2114.0,101  111 Causeway St,Boston,2114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100104,602697000,280 HOLDINGS LLC,286-290 Summer St,Boston,2210.0,290  286 Summer St,Boston,2210.0,138350.0,,138350.0,Office,Office (138350),6804257.0,84.0,49.2,,,1269649.0,247022.909,,,,,,,,,,2472214.7,183463.053,,,,,,,,,,,2.14,430485.962,in compliance,2025.0,No,No,No,Yes,No,No,,
100105,1600589000,286 ADAMS STREET LLC,286 Adams St,Boston,2122.0,101 Park St,Boston,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100107,303907000,294 WASHINGTON OWNER LLC,280-306 Washington St,Boston,2108.0,280  300 Washington St,Boston,2108.0,226530.0,,226530.0,Office,"Office (209155),Medical Office (17375)",11245062.7,81.0,49.6,5833900.2,309838.44,1585921.0,308556.79,,,,,,,,,,,,,,,,,,,,,,3.92,618395.23,in compliance,2025.0,No,No,No,Yes,No,No,,
100108,2102565020,KURLAT HOUSE CONDOMINIUM ASSOCIATION,28 Wallingford Rd,Boston,2135.0,28 Wallingford Rd,Boston,2135.0,279374.0,,279374.0,Multifamily Housing,Multifamily Housing (279374),15500222.4,63.0,55.5,10328487.7,548545.982,1515748.7,294904.067,,,,,,,,,,,,,,,,,,,,,,20.36,843450.049,in compliance,2025.0,No,No,No,No,No,No,,
100109,2102565010,2LIFE LEVENTHAL LIMITED PARTNERSHIP,40 Wallingford Rd,Boston,2135.0,40 Wallingford Rd,Boston,2135.0,213360.0,,213360.0,Multifamily Housing,Multifamily Housing (213360),12829885.7,47.0,60.1,8024035.2,426156.509,1408514.2,274040.523,,,,,,,,,,,,,,,,,,,,,,31.88,700197.032,in compliance,2025.0,No,No,No,No,No,No,,
100110,2102565015,2LIFE UNIN LIMITED PARTNERSHIP,30 Wallingford Rd,Boston,2135.0,30 Wallingford Rd,Boston,2135.0,167750.0,,167750.0,Multifamily Housing,Multifamily Housing (167750),11283629.9,86.0,67.3,8708001.4,462481.954,754873.5,146868.188,,,,,,,,,,,,,,,,,,,,,,29.42,609350.142,in compliance,2025.0,No,No,No,No,No,No,,
100111,304947000,30 KNEELAND LLC,24-44 Kneeland St,Boston,2111.0,24  44 Kneeland St,Boston,2111.0,20218.0,,20218.0,Office,Office (20218),953647.2,64.0,47.2,702400.0,37304.464,261715.0,50919.27,,,,,,,,,,,,,,,,,,,,,,27.22,88223.734,in compliance,2030.0,Unsure,No,No,No,No,No,,
