BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft²),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Water Usage Intensity (Gallons/ft²),Compliance Status,BERDO Reporting Status,Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID,Notes,Estimated Total GHG Emissions (kgCO2e),Reporting Compliance Status,First Emissions Compliance Year (Projected)
100182,401092000,500 boylston & 222 berkeley,500 boylston st.,boston,2116,500 boylston st,boston,2116.0,761594.0,250368,Office,"Office,Other,Parking",45.2,78,34402724.8,,34402718.3,,,,,,,,,,,,7.58,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,,in compliance,
100183,401096000,500 boylston & 222 berkeley,222 berkeley street,boston,2116,222 berkeley st,boston,2116.0,551775.0,172800,Office,"Bank Branch,Fast Food Restaurant,Office,Parking,Restaurant,Retail Store",40.7,84,22472106.5,,22472107.6,,,,,,,,,,,,1.51,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,,in compliance,
104891,302870000,one boston place llc,one boston place,boston,2108,201 washington st,boston,2108.0,884132.0,,Office,Office,70.6,71,62445374.2,258410.8,25901362.1,,,,36285601.2,,,,,,,,5.62,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
100203,602678701,601 congress ma llc  lessee,601 congress st,boston,2210,601 congress st,boston,2210.0,446760.0,97620,Financial Office,"Data Center,Financial Office,Parking",29.2,,13063405.2,31000,13032403.5,,,,,,,,,,,,3.02,in compliance,7 - berdo accepted,Yes,No,No,Yes,No,Yes,,,,in compliance,
101336,401134000,bp hancock llc mass llc,200 clarendon street,boston,2116,200 clarendon st,boston,2116.0,2379762.0,84099,Office,"Data Center,Office,Other,Parking",74.4,60,177012044.1,,85832613.2,,,,91179414.4,,,,,,,,8.01,in compliance,7 - berdo accepted,I'm not sure,No,Yes,Yes,No,Yes,,,,in compliance,
103940,401115000,john hancock life,190-200 berkeley st,boston,2116,90 st james st,boston,2116.0,1624928.0,,Financial Office,"Data Center,Financial Office",45.3,91,73626152.3,,47239958.9,,,,26386206.3,,,,,,,,4.39,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
106247,304390000,trea 99 high street llc,99 high st,boston,2110,99 high st,boston,2110.0,731205.0,73059,Office,"Bank Branch, Office, Other - Restaurant/Bar, Parking",60.2,83,43992807.8,21800959,22191849.3,,,,,,,,,,,,6.72,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,,in compliance,
106418,304023000,two sixty franklin inc,260 franklin st,boston,2109,260 franklin st,boston,2109.0,372562.0,33088,Office,"Office, Parking",43.8,79,16313756.1,,16313754.7,,,,,,,,,,,,4.98,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
100371,303998000,aman inc del corp,20 custom house st,boston,2109,54  62 broad st,boston,2109.0,96032.0,,Office,Office,99.6,23,9568827.7,,9568827.8,,,,,,,,,,,,14.79,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,,in compliance,
106121,304304400,third sector new england inc,89 south street,boston,2111,89 south st,boston,2111.0,107432.0,,Office,Office,44.2,86,4751266.2,1216140.5,3535125.4,,,,,,,,,,,,4.58,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
100229,303860000,75 state owner llc,75 state street,boston,2109,75 state st,boston,2109.0,813261.0,235000,Office,,44.1,84,35856718.6,,35856708.0,,,,,,,,,,,,6.62,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,,in compliance,
100009,304220000,100 summer owner llc,100 summer street,boston,2110,100 summer st,boston,2110.0,1113465.0,21580,Office,"Fast Food Restaurant, Office, Parking",65.0,65,72397639.9,,39139325.0,,,,33258330.2,,,,,,,,5.77,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,,in compliance,
104941,304256000,opg 125 summer owner (de)llc,125 summer st,boston,2110,125 summer st,boston,2110.0,521903.0,122500,Office,"Data Center, Office, Parking",44.4,76,23186031.7,249500,22936532.0,,,,,,,,,,,,5.85,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
105713,302713000,shigo center plaza owner llc,1 center plaza,boston,2108,1 center pz,boston,2108.0,741231.0,238083,Office,"Bank Branch, Fast Food Restaurant, Office, Parking, Restaurant, Retail Store",41.9,90,31086715.3,7488531,23598183.6,,,,,,,,,,,,5.0,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
100398,303685000,anbeca 60 llc,60 state street,boston,2109,60 state st,boston,2109.0,963984.0,75645,Office,"Data Center, Financial Office, Office, Parking, Restaurant",59.4,70,57279371.3,359978,39915998.5,,,,17003383.1,,,,,,,,11.66,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
104911,304160000,one post office square llc,1 post office sq,boston,2110,6  22 pearl st,boston,2110.0,1212374.0,0,Office,,31.0,,37544326.7,16886917.6,20657408.1,,,,,,,,,,,,3.48,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
106425,304134000,two25 franklin owner llc,225 franklin street,boston,2110,209  245 franklin st,boston,2110.0,1045851.0,63391,Office,"Data Center,Office,Parking",54.4,81,56858552.2,,34579903.5,,,,22278633.2,,,,,,,,5.45,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,,in compliance,
100007,304408000,100 high owner llc,100 high street,boston,2110,100 high st,boston,2110.0,550326.0,94644,Office,"Data Center, Office, Parking",49.9,75,27448048.3,,27448049.0,,,,,,,,,,,,5.74,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,,in compliance,
102642,304231000,deka immobilien investment,175 federal st,boston,2110,175 federal st,boston,2110.0,227365.0,,Office,"Bank Branch, Data Center, Office",40.4,73,9188564.4,,9188563.8,,,,,,,,,,,,5.57,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,,in compliance,
103553,2200530000,harvard college,44 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,51821.0,,Residence Hall/Dormitory,Residence Hall/Dormitory,53.2,84,2757871.0,,1222200.9,,,,1535670,,,,,,,,14.63,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103538,2200530000,harvard college,35 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,105818.0,,College/University,College/University,59.2,,6269219.1,,3004829.0,,,,3264389.9,,,,,,,,14.11,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103562,2200530000,harvard college,45 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,78375.0,,College/University,"College/University,Residence Hall/Dormitory",47.6,,3731335.8,,1479445.6,,,,2251890,,,,,,,,14.07,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103546,2200530000,harvard college,670 soldiers field road,boston,2163,60  16 n harvard st,boston,2135.0,47698.0,,Residence Hall/Dormitory,Residence Hall/Dormitory,93.0,58,4435911.9,,1102832.1,,,,3333079.9,,,,,,,,14.45,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103539,2200530000,harvard college,25 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,157820.0,,Library,Library,68.1,,10746133.3,,3192403.3,0,,,7553729.9,,,,,,,,16.45,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103542,2200530000,harvard college,66 north harvard street,boston,2163,60  16 n harvard st,boston,2135.0,6932.0,,Worship Facility,Worship Facility,95.3,2,660557.6,,218007.6,,,,442550,,,,,,,,13.25,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103552,2200530000,harvard college,34 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,50796.0,,Residence Hall/Dormitory,"Office,Residence Hall/Dormitory",84.0,73,4265298.5,,834648.6,,,,3430650,,,,,,,,14.02,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103544,2200530000,harvard college,80 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,19627.0,,Other - Utility,Other - Utility,538.4,,10567308.4,,8643728.8,,,,1923580,,,,,,,,14.05,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103540,2200530000,harvard college,50 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,16747.0,,Office,Office,30.5,98,510559.2,,168239.2,,,,342320,,,,,,,,13.72,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103551,2200530000,harvard college,33 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,26137.0,,Office,Office,104.0,27,2718112.3,,1551582.4,,,,1166530,,,,,,,,14.06,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103565,2200530000,harvard college,41 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,10978.0,,Single Family Home,Single Family Home,62.6,1,686771.5,558328,128443.5,,,,,,,,,,,,14.64,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103561,2200530000,harvard college,30 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,5674.0,,Office,Office,81.5,75,462446.0,,38876.0,,,,423570,,,,,,,,12.15,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103559,2200530000,harvard college,20 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,6067.0,,Office,Office,29.9,99,181317.7,,55777.7,,,,125540,,,,,,,,15.14,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103550,2200530000,harvard college,24 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,50956.0,,Residence Hall/Dormitory,Residence Hall/Dormitory,51.2,82,2609480.0,,1395630.1,,,,1213850,,,,,,,,13.98,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103545,2200530000,harvard college,660 soldiers field road,boston,2163,60  16 n harvard st,boston,2135.0,7563.0,,Office,Office,42.6,93,322161.8,,77351.8,,,,244810,,,,,,,,15.19,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103555,2200530000,harvard college,700 soldiers field road,boston,2163,60  16 n harvard st,boston,2135.0,49297.0,,Residence Hall/Dormitory,Residence Hall/Dormitory,45.0,88,2218763.9,,1088604.1,,,,1130160,,,,,,,,13.98,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103534,2200490000,harvard college,37 harvard way,boston,2163,117 western av,boston,2135.0,61104.0,,College/University,College/University,57.8,,3533785.3,,2608155.3,,,,925630,,,,,,,,13.91,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103560,2200530000,harvard college,40 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,5940.0,,Office,Office,73.7,81,437806.6,,56666.6,,,,381140,,,,,,,,15.46,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103557,2200530000,harvard college,10 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,6067.0,,Office,Office,37.1,93,225271.3,,57891.3,,,,167380,,,,,,,,15.14,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103548,2200530000,harvard college,690 soldiers field road,boston,2163,60  16 n harvard st,boston,2135.0,9611.0,,Office,Office,24.2,97,232755.8,,65375.8,,,,167380,,,,,,,,14.34,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103564,2200530000,harvard college,47a harvard way,boston,2163,60  16 n harvard st,boston,2135.0,107673.0,,Residence Hall/Dormitory,Residence Hall/Dormitory,37.5,97,4034685.4,,987115.5,,,,3047569.9,,,,,,,,14.72,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103563,2200530000,harvard college,47 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,18925.0,,Social/Meeting Hall,Social/Meeting Hall,51.1,,967384.8,,377614.9,,,,589770,,,,,,,,14.57,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103556,2200530000,harvard college,15 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,117707.0,,Office,Office,35.3,96,4155060.9,,2060011.0,0,,,2095050,,,,,,,,15.42,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103549,2200530000,harvard college,14 harvard way,boston,2163,60  16 n harvard st,boston,2135.0,50786.0,,Residence Hall/Dormitory,Residence Hall/Dormitory,39.1,95,1984208.7,,770358.6,,,,1213850,,,,,,,,14.02,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103543,2200530000,harvard college,70 north harvard street,boston,2163,60  16 n harvard st,boston,2135.0,132424.0,,Other - Recreation,"Data Center,Office,Other - Recreation",92.1,,12195600.6,4198308,5368144.0,0,,,2629150.1,,,,,,,,3.84,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103558,2200530000,harvard college,710 soldiers field road,boston,2163,60  16 n harvard st,boston,2135.0,6290.0,,Office,Office,48.0,93,301783.9,,134403.9,,,,167380,,,,,,,,14.6,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103533,2200490000,harvard college,117 western ave,boston,2163,117 western av,boston,2135.0,139437.0,,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,81.5,,11357486.7,1831434,3072502.9,,,,6453549.8,,,,,,,,14.17,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103541,2200530000,harvard college,60 north harvard street,boston,2163,60  16 n harvard st,boston,2135.0,27782.0,,Office,Office,69.4,62,1926946.5,,759326.6,,,,1167620,,,,,,,,14.06,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103547,2200530000,harvard college,680 soldiers field road,boston,2163,60  16 n harvard st,boston,2135.0,6377.0,,Office,Office,79.4,90,506123.1,,51643.1,,,,454480,,,,,,,,14.4,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
105179,2201058010,president & fellows,230 western ave,boston,2134,230 western av,boston,2134.0,52688.0,,Office,Office,38.4,93,2023155.2,503533,1519622.2,0,,,,,,,,,,,3.74,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
103591,2200447000,harvard real estate,25 travis street,boston,2134,25 travis st,boston,2134.0,28286.0,,Office,Office,48.0,96,1358709.8,923400,435309.8,0,,,,,,,,,,,5.24,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
101778,304500100,chsp boston ii llc,one avenue de lafayette,boston,2111,chauncy st,boston,2111.0,462684.0,,Hotel,"Hotel, Other, Restaurant, Swimming Pool",63.7,84,29495964.0,8983300,20512664.2,,,,,,,,,,,,20817.66,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
105178,2100005010,president & fellows,199-207 park drive,boston,2215,199  207 park dr,boston,2215.0,60077.0,,Multifamily Housing,Multifamily Housing,39.5,100,2373238.2,1632351.4,740886.8,,,,,,,,,,,,12.1,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
105699,304675000,seventy-3 tremont st realty llc,69-81 tremont st,boston,2108,4 beacon st,boston,2108.0,303975.0,70983,Office,"Office,Other - Education,Parking",70.2,73,21352711.4,1656754.9,19695957.7,,,,,,,,,,,,11.69,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
106041,501296002,t-c 501 boylston street llc,501 boylston st,boston,2116,501 boylston st,boston,2116.0,682117.0,44886,Office,"Bank Branch, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Swimming Pool",60.3,88,41098144.3,27508326,13589818.6,,,,,,,,,,,,6.82,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
104809,302720000,obs reit llc,1 beacon street,boston,2108,1 beacon st,boston,2108.0,1136283.0,143392,Office,"Data Center, Office, Parking",55.9,85,63476307.6,536300,32450187.7,,,,30489821,,,,,,,,4.76,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,Yes,,,,in compliance,
105807,304302010,six95 atlantic avenue co llc mass llc,695 atlantic ave,boston,2111,695 atlantic av,boston,2111.0,187000.0,,Office,"Data Center, Office, Other, Restaurant, Swimming Pool",38.6,89,7210692.9,1077400.1,6133291.8,,,,,,,,,,,,4.11,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,,in compliance,
103532,2200481000,harvard college,one western ave,boston,2135,1 western av,boston,2135.0,277254.0,277254,Parking,Multifamily Housing,64.8,67,15677199.9,,5027739.0,,,,10649460.2,,,,,,,,24.25,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
104519,501152000,mt back bay one llc,10 st. james avenue,boston,2116,319 stuart st,boston,2116.0,567714.0,158817,Office,"Office, Parking",50.4,74,28634185.3,,28634186.4,,,,,,,,,,,,6.78,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,,in compliance,
101337,401037100,bp prucenter acquisition llc,800 boylston st,boston,2116,800 boylston st,boston,2116.0,1518646.0,,Office,"Data Center,Office,Restaurant,Social/Meeting Hall",79.8,82,121121679.5,291090.6,74481776.3,,,,46348809.2,,,,,,,,11.89,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,,in compliance,
101331,401037500,bp 111 huntington av lessee,111 huntington ave,boston,2199,111 huntington av,boston,2199.0,1034179.0,,Office,"Data Center, Office",65.5,77,67688810.7,195600,39596191.8,,,,27897002.5,,,,,,,,10.9,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,,in compliance,
101342,401037101,bp prucenter acquisition llc,101 huntington ave,boston,2199,800 boylston st,boston,2116.0,585345.0,245650,Office,"Office, Parking",67.6,81,39568814.1,396725,18471889.0,,,,20700201.1,,,,,,,,6.11,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,,in compliance,
102848,2008908000,equity one llc mass llc,75 spring street,boston,2132,21 springvale av,boston,2132.0,54846.0,,Supermarket/Grocery Store,,312.3,43,17128226.2,8163199.7,8965026.6,,,,,,,,,,,,35.43,in compliance,7 - berdo accepted,I`m not sure,No,No,No,No,No,,,,in compliance,
101347,401037400,bp supermarket llc,53 huntington ave,boston,2116,53 huntington av,boston,2116.0,59527.0,,Supermarket/Grocery Store,,239.5,70,14258976.0,4591799.7,9667175.2,,,,,,,,,,,,1.55,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,,in compliance,
100186,303870000,53 state property lp,53 state street,boston,2109,43  65 state st,boston,2109.0,1223347.0,37922,Office,"Bank Branch, Convenience Store without Gas Station, Fitness Center/Health Club/Gym, Office, Parking, Restaurant",50.4,82,61656032.6,,42729738.4,,,,18926285,,,,,,,,5.1,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,,in compliance,
103157,503134000,gateway longwood inc,855 boylston,boston,2116,855 boylston st,boston,2116.0,155775.0,15000,Office,"Bank Branch, Office, Other, Parking",39.3,80,6129345.7,,6129344.1,,,,,,,,,,,,3.78,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
104517,501151000,mt back bay one llc,75 arlington street,boston,2116,6 st james av,boston,2116.0,258979.0,,Office,Office,46.9,85,12148710.4,5454427.5,6694282.6,,,,,,,,,,,,4.88,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,,in compliance,
106410,303821000,two fifty five state st llc,255 state street,boston,2109,237  247 state st,boston,2109.0,220519.0,,Office,"Office, Restaurant",77.6,44,17106639.1,3154050.9,13952589.2,,,,,,,,,,,,16.98,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,,in compliance,
102387,602679035,commonwealth flats east,2 seaport lane,boston,2210,2 seaport la,boston,2210.0,520595.0,,Office,"Office, Restaurant",64.6,49,33648303.0,,33648304.6,,,,,,,,,,,,10.13,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,,in compliance,
101764,602635000,childrens museum inc,308 congress street,boston,2110,308  316 congress st,boston,2210.0,177074.0,,Office,"Museum, Office",51.6,,9145583.1,2067048.2,7078535.2,,,,,,,,,,,,6.23,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
102651,304285000,dewey square tower assoc,655 atlantic ave,boston,2111,655 atlantic av,boston,2111.0,1201443.7,71040,Office,"Fast Food Restaurant, Office, Parking",46.0,73,55268267.7,,55268258.4,,,,,,,,,,,,4.94,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,Yes,,,,in compliance,
102386,602677010,commonwealth flats development 121a west lp,155 seaport boulevard,boston,2210,155 seaport bl,boston,2210.0,605173.0,,Office,"Adult Education, Fitness Center/Health Club/Gym, Office, Restaurant, Retail Store",68.2,,41260558.4,1512011.2,39748537.6,,,,,,,,,,,,10.62,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,,in compliance,
103028,304075000,fort hill sq 1 owner llc,one international place,boston,2110,55  93 purchase st,boston,2110.0,1081207.0,250000,Office,"Data Center, Office, Other - Mall, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",56.7,76,61345301.9,,61345303.4,,,,,,,,,,,,9.06,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,Yes,,,,in compliance,
102310,304597000,clpf-101 arch lp,93-101 arch st,boston,2108,101  93 arch st,boston,2108.0,473896.0,23242,Office,"Fast Food Restaurant, Office, Parking, Restaurant",45.8,74,21685596.9,105788.3,21579808.2,,,,,,,,,,,,4.71,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
100653,2100067000,beth israel hospital assoc,95-99 brookline ave,boston,2215,95 brookline av,boston,2215.0,114681.0,,Laboratory,Laboratory,221.7,,25427948.1,9660708,15626687.0,,,,,,140553,,,,,,31.78,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,,in compliance,
100093,305364005,245 summer street llc,245 summer street,boston,2210,245 summer st,boston,2210.0,906422.0,,Office,"Data Center, Financial Office, Office, Restaurant",76.7,86,69545726.9,13937549.2,54643418.8,,,,,,964758.1,,,,,,9.23,in compliance,7 - berdo accepted,No,No,No,Yes,Yes,No,,,,in compliance,
103592,2200578000,harvard real estate,1380 soldiers field road,boston,2135,1380 soldiers field rd,boston,2135.0,76962.0,0,Office,"Medical Office,Office,Parking",55.7,83,4289839.2,1563483.9,2726355.2,,,,,,,,,,,,3.08,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
102311,303833000,clpf-one liberty square llc,1 liberty sq,boston,2109,1 liberty sq,boston,2109.0,173600.0,,Office,Office,32.9,84,5710406.0,,5710405.1,,,,,,,,,,,,2.23,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
103029,304060010,fort hill square ii owner llc,two international place,boston,2110,90 oliver st,boston,2110.0,850497.0,130000,Office,"Bank Branch, Data Center, Fitness Center/Health Club/Gym, Office, Other - Mall, Parking, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",61.7,78,52446744.6,,52446739.1,,,,,,,,,,,,5.64,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,,in compliance,
106089,303840000,terra firma-33 broad llc,33 broad street,boston,2109,33 broad st,boston,2109.0,40933.0,,Office,"Food Service, Office, Self-Storage Facility",121.2,9,4959113.8,3525449.3,1433664.4,,,,,,,,,,,,8.27,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
101322,501298000,boylston ll llc,543-547 boylston st,boston,2116,543 a547 boylston st,boston,2116.0,97790.0,,Office,"Office, Restaurant",77.9,62,7616279.9,,4403629.6,,,,3212650.4,,,,,,,,12.8,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,,in compliance,
101420,305340010,brickman lincoln llc,182-192 lincoln st,boston,2111,182  192 lincoln st,boston,2111.0,74160.0,,Office,Office,44.3,86,3286170.2,127005.1,1312048.8,,,,,,1847116.2,,,,,,2.64,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,,in compliance,
103338,301510000,gpt properties trust,251 causeway street,boston,2114,27  33 medford st,boston,2114.0,150097.0,,Office,"Data Center,Medical Office,Office",40.9,89,6135249.0,422424.1,5712824.2,,,,,,,,,,,,3.63,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
106042,304643020,t-c arch st llc,33 arch street,boston,2110,33 arch st,boston,2108.0,626359.0,400000,Office,"Office, Parking",47.8,75,29954417.4,,29954418.9,,,,,,,,,,,,6.05,in compliance,7 - berdo accepted,No,No,No,No,No,Yes,,,,in compliance,
104362,501241000,mbb real estate llc,38-44 newbury street,boston,2116,38  44 newbury st,boston,2116.0,44310.0,,Office,"Office, Retail Store",41.6,86,1841729.1,,905715.4,,,,936013.7,,,,,,,,8.99,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,,in compliance,
104711,401712000,northeastern university,96 the fenway,boston,2115,96 fenway st,boston,2115.0,23600.0,,Residence Hall/Dormitory,Residence Hall/Dormitory,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,4021806.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,,in compliance,
104712,401714000,northeastern university,90 the fenway,boston,2115,90 fenway st,boston,2115.0,30455.0,,Residence Hall/Dormitory,Residence Hall/Dormitory,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,4021806.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,,in compliance,
103088,501185000,four seasons place,200/220 boylston street,boston,2116,220  200 boylston st,boston,2116.0,798170.0,89000,Hotel,"Hotel, Multifamily Housing, Parking, Swimming Pool",51.8,92,41306540.8,1603049.6,26652960.8,,,,13050528.9,,,,,,,,15.02,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
100629,501153000,berkeley/st james,175 berkeley st.,boston,2116,30 st james av,boston,2116.0,522349.0,0,Office,"Office, Parking, Restaurant",40.3,89,21051310.7,8534600.1,12516710.5,,,,,,,,,,,,3.93,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,,in compliance,
100150,303824000,40 broad street owner inc,40 broad st.,boston,2109,36  44 broad st,boston,2109.0,309915.0,,Office,"Office, Restaurant",35.8,83,11103104.2,,6726887.7,,,,4376215.7,,,,,,,,0.92,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,,in compliance,
100652,401964001,beth israel deaconess medical center inc,110 francis st,boston,2215,110 francis st,boston,2215.0,99634.0,0,Parking,"Medical Office,Parking",216.9,,21605920.8,,7508474.5,,,,14052042.8,,,,,,45402,,7.21,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,,in compliance,
